demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,PM_accuracy,pressedQ,pressedQ_blank,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,busted,w,g,lower,g,1,0.6160030962200835,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,alolition,nw,h,lower,h,1,0.5012624920345843,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,umpire,w,g,lower,g,1,0.40730645961593837,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,trotch,nw,h,lower,g,0,0.5807082327082753,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,overshoot,w,g,lower,g,1,0.4846380341332406,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,lower,h,1,0.6393440461251885,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,grimace,w,g,lower,g,1,0.6189458440057933,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,lower,h,1,0.76808239845559,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,hiring,w,g,lower,g,1,0.4558184838388115,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,slumber,w,g,lower,g,1,0.39589135081041604,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,julled,nw,h,upper,h,1,0.5937626957893372,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,treeps,nw,h,upper,g,0,0.45675301540177315,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,upper,h,1,0.6288773539708927,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,infinity,w,g,upper,g,1,0.4180680605350062,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,tricycle,w,g,upper,g,1,0.4395659067668021,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,hasking,nw,h,upper,h,1,0.5163245677249506,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,sponsor,w,g,upper,g,1,0.42943879729136825,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,grocus,nw,h,upper,h,1,0.48271192132961005,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,unscrew,w,g,upper,h,0,0.469806271023117,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,raestro,nw,h,upper,h,1,0.5854334123432636,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,picture,w,g,upper,g,1,0.39900856860913336,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,grutch,nw,h,upper,h,1,0.38997687736991793,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,revival,w,g,upper,g,1,0.38967472419608384,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,reputable,w,g,upper,g,1,0.3394101515877992,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,located,w,g,upper,,,,,animal,"
q ",3,w,LoDemNoTar,g,1,0.7881316606653854,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,encrusted,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.6914293855661526,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,trooper,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5510365562513471,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,doxing,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5756670150440186,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,unbridled,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.4875418433221057,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,amaze,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,1.0876426616450772,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,ausht,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5982596756657586,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,fivalve,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.9405333400936797,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,brimitive,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.8299480202840641,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,surround,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5400035912171006,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,frigs,nw,h,upper,,,,,,,3,nw,LoDemNoTar,g,0,0.6133305050898343,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,ilcurring,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6840578760020435,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,relaying,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5434640139574185,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,gelented,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6648136512376368,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,emergence,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5815630754223093,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,gonesty,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.66159259644337,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,hivinity,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6640635508811101,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,inducing,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.668669800972566,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,shockwave,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.7855100823799148,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,fonducts,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.529378728941083,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,asclibed,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6111810223665088,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,telecast,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.7060899990610778,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,surfaced,w,g,upper,,,,,,,3,w,LoDemNoTar,h,0,0.6287385023897514,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,lifetime,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.4748022111598402,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,gettle,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6298293927684426,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,ludictous,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6279515761416405,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,elvisages,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6258374099852517,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,deakers,nw,h,upper,,,,,,,3,nw,LoDemNoTar,g,0,0.5999618149362504,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,rationale,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.9113364757504314,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,preclude,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5699710818007588,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,gymnasium,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.825147679890506,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,uncorked,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.7351172229973599,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,graciap,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5684545809635893,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,fraft,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5524181295186281,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,inside,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.6091350745409727,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,poyride,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5439382222248241,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,nostril,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.577272561728023,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,preight,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5212634579511359,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,robbery,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5860860146349296,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,record,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.48944441170897335,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,trallion,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6042384435422719,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,rander,nw,h,upper,,,,,,,3,nw,LoDemNoTar,g,0,0.5394077368546277,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,hackal,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.7411294963676482,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,alber,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5103950016200542,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,moisture,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.6091498653404415,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,micron,w,g,upper,,,,,,,3,w,LoDemNoTar,h,0,0.6797546846792102,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,drobate,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6518835509195924,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,prillway,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.5855275898938999,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,party,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5590325960656628,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,eaglot,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.7356001851148903,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,airline,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.5370671822456643,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,pepperoni,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.6023947360226884,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,prohibit,w,g,upper,,,,,,,3,w,LoDemNoTar,h,0,0.5930014268960804,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,educate,w,g,upper,,,,,,,3,w,LoDemNoTar,h,0,0.5604974802117795,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,amms,nw,h,upper,,,,,,,3,nw,LoDemNoTar,h,1,0.6971672760555521,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,emotion,w,g,upper,,,,,,,3,w,LoDemNoTar,g,1,0.4764889559010044,,,,,,,,,,,,,,,,,,,353,2023-11-21_09h02.42.370,leap3,2022.2.5,59.99253916206938,
