demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,pressedQ,pressedQ_blank,PM_accuracy,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,undertake,w,g,upper,,,,,animal,"
q",1,w,HiDemTar,h,0,0.7710979937546654,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,reborn,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.8750755710352678,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,recipus,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.7832131783943623,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,punctual,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.6872150562267052,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,guivers,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6026742821122753,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,cherry,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.4494817882659845,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,padicals,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.7668053369270638,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,bloves,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6234737704071449,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,gund,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5415693086688407,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,borrent,nw,h,upper,,,,,,,1,nw,HiDemTar,g,0,0.8621207922551548,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,mineluyer,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6427046478784177,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,fuhrek,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.576014188292902,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,comply,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.608148859711946,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,donastic,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.678948232147377,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,gorilla,target,q,upper,,,,,,,1,target,HiDemTar,g,0,0.4989946680580033,1,1,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,caloric,w,g,upper,,,,,,,1,aftertar1,HiDemTar,g,1,1.446431307005696,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,rarely,w,g,upper,,,,,,,1,aftertar2,HiDemTar,g,1,0.6688774062786251,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,dests,nw,h,upper,,,,,,,1,aftertar3,HiDemTar,h,1,0.6879857877647737,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,glamorous,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.5705415970878676,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,intercede,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.7065101613115985,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,nature,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.8372825779952109,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,volition,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.7386140432063257,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,realize,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.4985083258652594,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,rumblos,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.575407336538774,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,enabled,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.5755109615129186,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,knowledge,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5435593719303142,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,lenie,nw,h,upper,,,,,,,1,w,HiDemTar,h,1,0.5449578126426786,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,ucility,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.610376631419058,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,ragtam,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5202026970509905,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,kettle,w,g,upper,,,,,,,1,nw,HiDemTar,g,1,0.562222463922808,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,seartfelt,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.9072642069077119,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,army,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5819711352523882,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,permute,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.7333149328333093,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,frowsed,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5672358606825583,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,oalis,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6631101625825977,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,guffy,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6278829639632022,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,apticle,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5139375236758497,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,suburb,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.508636426879093,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,ipiocy,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5113998702290701,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,strenuous,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.6261339198390488,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,actual,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.4639038703899132,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,adok,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.4929526360501768,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,snays,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.5435173260048032,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,theles,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.544886963616591,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,digested,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5702442960173357,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,hemoter,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6422788915369892,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,forfeit,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5437053739151452,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,moisture,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.545117057452444,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,obtuse,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.47448851725494023,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,tragedy,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5425664922659053,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,plunging,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5440126071043778,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,stagger,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.47336585805169307,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,ireology,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.7405809315532679,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,rearrange,w,g,upper,,,,,,,1,w,HiDemTar,g,1,0.5339732329157414,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,ubefully,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,0.6632485499430913,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,browting,nw,h,upper,,,,,,,1,nw,HiDemTar,h,1,1.2760009785852162,,,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,porcupine,target,q,upper,,,,,,,1,target,HiDemTar,g,0,0.6000737253052648,1,1,,,,,,,,,,,,,,,,,332,2023-11-17_11h25.40.071,leap3,2022.2.5,60.00653603816614,
