demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,lateQResp.keys,LDTResp.keys,LDTResp.corr,LDTResp.rt,blankQResp.keys,pressedQ,PM_corr,lateQResp.rt,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"
20 ",female,American Indian or Alaska Native,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,7,0,7,0,,,,,,reforest,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6782893617637455,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,8,0,8,0,,,,,,marinate,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6410326182376593,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,9,0,9,0,,,,,,butler,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.5981242118868977,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,10,0,10,0,,,,,,pressures,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.5728590842336416,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,11,0,11,0,,,,,,gewer,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6525455098599195,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,12,0,12,0,,,,,,brials,nw,h,lower,,,,,,,1,nw,HiDemTar,None,g,0,0.4086218501906842,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,13,0,13,0,,,,,,seartfelt,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8466235629748553,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,14,0,14,0,,,,,,peems,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8583682023454458,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,15,0,15,0,,,,,,pamine,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,2.214527574600652,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,16,0,16,0,,,,,,gepealed,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.772514641052112,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,17,0,17,0,,,,,,minister,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.7559953383170068,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,18,0,18,0,,,,,,huests,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,2.1960754964966327,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,19,0,19,0,,,,,,porghum,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8186698318459094,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,20,0,20,0,,,,,,bullet,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.8470579243730754,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,21,0,21,0,,,,,,unmarked,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.8358469668310136,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,22,0,22,0,,,,,,setwixt,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8484858209267259,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,23,0,23,0,,,,,,ordinary,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6532182402443141,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,24,0,24,0,,,,,,giraffe,target,q,lower,,,,,,,1,target,HiDemTar,None,g,0,0.6654988785739988,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,25,0,25,0,,,,,,handcuff,w,g,lower,,,,,,,1,aftertar1,HiDemTar,None,g,1,0.6940250264015049,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,26,0,26,0,,,,,,emission,w,g,lower,,,,,,,1,aftertar2,HiDemTar,None,g,1,0.6165620540268719,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,27,0,27,0,,,,,,pakened,nw,h,lower,,,,,,,1,aftertar3,HiDemTar,None,h,1,1.4625985238235444,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,28,0,28,0,,,,,,oldest,w,g,lower,,,,,,,1,nw,HiDemTar,None,g,1,0.7945631113834679,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,29,0,29,0,,,,,,painter,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.8563678893260658,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,0,0,0,,,,,,miracle,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.6303887802641839,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,1,0,,,,,,slooping,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.7078063965309411,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,2,0,2,0,,,,,,boulder,w,g,lower,,,,,,,2,w,HiDemNoTar,None,h,0,1.2458999145310372,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,3,0,3,0,,,,,,cegalia,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,2.4499215967953205,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,4,0,4,0,,,,,,trallion,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,3.174417686415836,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,5,0,5,0,,,,,,sliding,w,g,lower,,,,,,,2,w,HiDemNoTar,None,h,0,4.293931930093095,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,6,0,6,0,,,,,,itself,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.5605215020477772,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,7,0,7,0,,,,,,typical,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,1.2885593578685075,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,8,0,8,0,,,,,,pegend,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8264251011423767,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,9,0,9,0,,,,,,splinging,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,1.6630307661835104,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,10,0,10,0,,,,,,reconcile,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.8756890208460391,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,11,0,11,0,,,,,,alber,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.6231513014063239,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,12,0,12,0,,,,,,glamorous,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.9885272772517055,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,13,0,13,0,,,,,,pillage,w,g,lower,,,,,,,2,w,HiDemNoTar,None,h,0,1.059840991627425,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,14,0,14,0,,,,,,grefab,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8558838677126914,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,15,0,15,0,,,,,,mitten,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,1.0998803623951972,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,16,0,16,0,,,,,,aviation,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.9895314066670835,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,17,0,17,0,,,,,,flacked,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.7228461562190205,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,18,0,18,0,,,,,,holdup,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.7256704976316541,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,19,0,19,0,,,,,,outrank,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,1.0629930905997753,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,20,0,20,0,,,,,,pracking,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,1.1391364259179682,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,21,0,21,0,,,,,,expensive,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.7159231917466968,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,22,0,22,0,,,,,,pregs,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.693950867280364,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,23,0,23,0,,,,,,irregular,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.6086107925511897,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,24,0,24,0,,,,,,student,w,g,lower,,,,,,,2,w,HiDemNoTar,None,g,1,0.6376815473195165,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,25,0,25,0,,,,,,lasprey,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,1.0903936072718352,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,26,0,26,0,,,,,,birn,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8931190918665379,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,27,0,27,0,,,,,,finstrel,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.919813440181315,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,28,0,28,0,,,,,,moyeur,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.8732060105539858,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,29,0,29,0,,,,,,horks,nw,h,lower,,,,,,,2,nw,HiDemNoTar,None,h,1,0.6605321955867112,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,0,0,0,,,,,,trembla,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.577115295222029,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,1,0,1,0,,,,,,filter,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,2.552550707478076,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,2,0,2,0,,,,,,movie,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.960570566356182,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,3,0,3,0,,,,,,ephically,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.7206170747522265,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,4,0,4,0,,,,,,sarlock,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7939281228464097,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,5,0,5,0,,,,,,sullen,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.807537337532267,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,6,0,6,0,,,,,,country,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.7170819302555174,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,7,0,7,0,,,,,,downtrund,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.9836522999685258,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,8,0,8,0,,,,,,rationale,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7590146788861603,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,9,0,9,0,,,,,,oleandur,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,4.375164774712175,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,10,0,10,0,,,,,,tusied,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6705983197316527,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,11,0,11,0,,,,,,dreaded,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.881011932855472,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,12,0,12,0,,,,,,pretzel,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.3324404419399798,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,13,0,13,0,,,,,,gorilla,target,q,lower,,,,,,,1,target,HiDemTar,None,g,0,0.7738094483502209,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,14,0,14,0,,,,,,ofsters,nw,h,lower,,,,,,,1,aftertar1,HiDemTar,None,h,1,0.717291827313602,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,15,0,15,0,,,,,,adok,nw,h,lower,,,,,,,1,aftertar2,HiDemTar,None,h,1,0.9025475790258497,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,16,0,16,0,,,,,,potent,w,g,lower,,,,,,,1,aftertar3,HiDemTar,None,g,1,0.7045397479087114,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,17,0,17,0,,,,,,record,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6345890406519175,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,18,0,18,0,,,,,,crudios,nw,h,lower,,,,,,,1,w,HiDemTar,None,h,1,0.7593043635133654,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,19,0,19,0,,,,,,vorm,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.2223662727046758,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,20,0,20,0,,,,,,hotplate,w,g,lower,,,,,,,1,nw,HiDemTar,None,g,1,0.7237198448274285,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,21,0,21,0,,,,,,fomes,nw,h,lower,,,,,,,1,w,HiDemTar,None,h,1,1.7173106982372701,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,22,0,22,0,,,,,,arpired,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.0064208435360342,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,23,0,23,0,,,,,,eightiech,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.1085172658786178,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,24,0,24,0,,,,,,potter,w,g,lower,,,,,,,1,nw,HiDemTar,None,g,1,0.758525691460818,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,25,0,25,0,,,,,,stifle,w,g,lower,,,,,,,1,w,HiDemTar,None,h,0,1.1025030834134668,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,26,0,26,0,,,,,,digest,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.5606797526124865,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,27,0,27,0,,,,,,resonant,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,2.150845971889794,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,28,0,28,0,,,,,,ipiocy,nw,h,lower,,,,,,,1,w,HiDemTar,None,h,1,1.2563874882180244,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,29,0,29,0,,,,,,miteous,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.932538703083992,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,0,0,0,0,,,,,,nimp,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.9587447261437774,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,1,0,1,0,,,,,,graciap,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.6698070671409369,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,2,0,2,0,,,,,,coupling,w,g,lower,,,,,,,1,w,HiDemTar,None,h,0,1.0171928049530834,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,3,0,3,0,,,,,,exemplify,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.750536025967449,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,4,0,4,0,,,,,,create,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6945865179877728,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,5,0,5,0,,,,,,triangle,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.5212790123187006,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,6,0,6,0,,,,,,scrooner,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7627070809248835,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
