demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,LDTResp.keys,LDTResp.corr,LDTResp.rt,pressedQ,pressedQ_blank,PM_accuracy,pressedQ_late,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,overshoot,w,g,upper,g,1,0.4058498251324636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,turative,nw,h,upper,h,1,0.5395060833161551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,grutch,nw,h,upper,g,0,0.3801754124397121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,summary,w,g,upper,g,1,0.39347412918323244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,lurshing,nw,h,lower,h,1,0.5232340345246485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,hasking,nw,h,lower,h,1,0.6279134652304492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,hiring,w,g,lower,g,1,0.6100112319381878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,curlecs,nw,h,lower,h,1,0.4961780702633405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,umpire,w,g,lower,g,1,0.49091804358613444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,infinity,w,g,lower,g,1,0.37357621104638383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,crinklo,nw,h,lower,h,1,0.4281794461876416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,reputable,w,g,lower,g,1,0.4895811863534618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,alolition,nw,h,lower,h,1,0.428303597120248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,tricycle,w,g,lower,g,1,0.48180834481718193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,slumber,w,g,lower,g,1,0.45324601591528335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,grocus,nw,h,lower,h,1,0.41734454606921645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,trotch,nw,h,lower,h,1,0.5341083318708115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,busted,w,g,lower,g,1,0.39058190907599055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,even,w,g,lower,,,,,animal,q,4,w,LoDemTar,g,1,0.6277121751863888,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,slutches,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.632776871065289,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,subber,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.6478309164485836,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,athcan,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.6292691934067989,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,icepick,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.6034299082766665,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,attrove,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.5692917127289547,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,grefab,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.47331211718301347,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,podges,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.45333308710360143,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,phambled,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.594033172552372,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,turning,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.45740325125007075,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,splinging,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.7821562653862202,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,asthmatic,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.7342419513806817,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,railway,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.45563236236012017,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,sludding,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.5803901438921457,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,boutique,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.5151195296220976,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,arrow,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.558263468226869,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,vibrate,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.4389180051821313,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,omission,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.4682924467106204,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,minimum,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.4803579308627377,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,flicking,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.5724504435020208,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,classify,w,g,lower,,,,,,,4,w,LoDemTar,g,1,0.3884749849967193,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,scrooner,nw,h,lower,,,,,,,4,nw,LoDemTar,g,0,0.39590252140806115,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,bumbo,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.44327884804442874,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,brongs,nw,h,lower,,,,,,,4,nw,LoDemTar,h,1,0.5766811761877761,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,monkey,target,q,lower,,,,,,,4,target,LoDemTar,g,0,0.4247499008470186,1,1,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,owner,w,g,lower,,,,,,,4,aftertar1,LoDemTar,g,1,0.7499743574571767,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,duplex,w,g,lower,,,,,,,4,aftertar2,LoDemTar,h,0,0.9241438787666993,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,fullity,nw,h,lower,,,,,,,4,aftertar3,LoDemTar,g,0,0.5212317282966978,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,numbled,nw,h,lower,,,,,,,4,nw,LoDemTar,g,0,0.5632457278861693,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,bloodless,w,g,lower,,,,,,,4,nw,LoDemTar,h,0,0.5880133421724167,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,divider,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.442853093116355,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,halents,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5682716886731214,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,grolific,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5523475935606257,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,passet,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5610328616785409,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,pocket,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.49777415464268415,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,clypaper,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.6291794736662268,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,praiged,nw,h,lower,,,,,,,3,nw,LoDemNoTar,g,0,0.571259587764871,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,pepperoni,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.45132382842348306,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,stranded,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5360583291731018,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,hackal,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5294743569593265,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,image,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.49862533343002724,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,fudden,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5339676274816156,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,chight,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5994395317939052,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,lignpost,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.6467105784395244,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,pammed,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.48424435163178714,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,tracing,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5355362331210927,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,sustain,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5449528329954774,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,govern,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.6263240022362879,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,plogging,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.6083946212711453,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,implode,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.5031533662149741,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,thamp,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5529544433156843,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,country,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.46561045551425195,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,aicline,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.7343919257073139,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,culer,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5436855002826633,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,handcuff,w,g,lower,,,,,,,3,w,LoDemNoTar,g,1,0.4890703466517152,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,apticle,nw,h,lower,,,,,,,3,nw,LoDemNoTar,h,1,0.5243464268733078,,,,,,,,,,,,,,,,,,,,336,2023-11-20_13h44.37.529,leap3,2022.2.5,59.923521312797305,
